"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"",""2022"","
"Rumania,""ROU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""247626299950"",""215637412700"",""196731988100"",""199739694600"",""207593345000"",""220533700000"",""229151500000"",""218039800000"",""213614000000"",""212809400000"",""218047200000"",""229425200000"",""242509300000"",""248186800000"",""274068000000"",""286861900000"",""309893500000"",""332310600000"",""363240300000"",""343198900000"",""329809900000"",""344707700000"",""351343300000"",""352291800000"",""366808600000"",""378401600000"",""389214600000"",""421116600000"",""446505800000"",""463710400000"",""446657400000"",""469437500000"","""","
"Federación de Rusia,""RUS"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""75042763368000"",""72791483737000"",""69117741627100"",""59074191600500"",""53953321470200"",""47171520618400"",""45216955262200"",""43519027193900"",""44128256933600"",""41789476250200"",""44463967079500"",""48910393496400"",""51404848619200"",""53820872345000"",""57749770377600"",""61907723739800"",""65869796668700"",""71271164955000"",""77329198131500"",""81350292667200"",""75004974790600"",""78380198656200"",""81750570074300"",""85040283448100"",""86533099419400"",""87170214266100"",""85450590689600"",""85616100000000"",""87179270246600"",""89626606309500"",""91596666975900"",""89156753879400"",""93391328885700"","""","
"Rwanda,""RWA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""828606479150"",""792996899880"",""882873569580"",""796171461440"",""696928747030"",""745780171440"",""798051238590"",""853244601990"",""913089309150"",""1013596429200"",""1074426661200"",""1087391130600"",""1090251711600"",""1127735526400"",""1143634607700"",""1119460168600"",""1337806141100"",""1364483460200"",""1489345169600"",""1666129071600"",""1815274487000"",""1913956429200"",""1948615241200"",""2065149251500"",""1977570953900"",""2064638426100"",""2177618279400"",""2177094864700"",""2275038552600"",""2274207383800"",""2219642528500"",""2163832288400"",""2290908213300"",""2105145525100"",""1047350589000"",""1416270180600"",""1596783669000"",""1817934254900"",""1978979042100"",""2065102000000"",""2237970000000"",""2427851000000"",""2748135000000"",""2808660000000"",""3017840000000"",""3300850000000"",""3605421000000"",""3880634000000"",""4313761000000"",""4583296000000"",""4919465000000"",""5310975000000"",""5769924000000"",""6042255000000"",""6414891000000"",""6983049000000"",""7399989000000"",""7694234000000"",""8354356000000"",""9144728000000"",""8837570000000"",""9799497000000"","""","
"Asia meridional,""SAS"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Arabia Saudita,""SAU"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""",""287965000000"",""305352000000"",""484432797090"",""583800702420"",""717669941260"",""891134559220"",""1035748457100"",""943270472140"",""1111370459600"",""1190203966100"",""1128078579400"",""1262539133600"",""1333903622900"",""1359821429700"",""1077931966100"",""904908943120"",""862727047760"",""778227227530"",""910625051070"",""850227880850"",""961686914450"",""956849476540"",""1102227692600"",""1267648704800"",""1318196706100"",""1300219911500"",""1307484502600"",""1310257564100"",""1344814614400"",""1359658436700"",""1398998284300"",""1346349988700"",""1422087778300"",""1404869937800"",""1365264204100"",""1518748044000"",""1639616721100"",""1731006499700"",""1779273923500"",""1812139430400"",""1925394026800"",""1885745365900"",""1980777202390.97"",""2178792828544.79"",""2296696519999.92"",""2358690814419.27"",""2444841658319.5"",""2545236486171.13"",""2587758842395.5"",""2568569875183.79"",""2633147980526.86"",""2641936921744.21"",""2532622280393.11"",""2614702789801.54"","""","
"Sudán,""SDN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""3904635609.89358"",""3905509909.88166"",""4175608810.57286"",""4056730410.2384"",""4011276810.14297"",""4283124010.82618"",""4129996010.4751"",""4188810510.64805"",""4271046110.83162"",""4330385910.92202"",""4586964511.63736"",""4690048011.85898"",""4452216311.31445"",""4480363011.34711"",""4993153512.61403"",""5777751014.63143"",""6740625917.03089"",""7160152618.09555"",""6735484917.08092"",""6397457916.19124"",""6494975016.40896"",""6978042917.70399"",""7393841218.69175"",""7546339319.1363"",""7168350218.18604"",""6718103016.96094"",""7081808417.88397"",""8088904220.4428"",""8062122520.36751"",""8782182422.26058"",""8301792321.02066"",""8925332500"",""9512428500"",""9947027500"",""10047117400"",""10649652300"",""11280018400"",""13345689500"",""13920689100"",""14352800600"",""15263610300"",""16255800000"",""17232200000"",""18315900000"",""19257500000"",""20344300000"",""21673070000"",""22916080000"",""23797603100"",""23138955800"",""24031712700"",""23259445900"",""19304249600"",""19681675600"",""20599113200"",""20992592700"",""21720540700"",""21874595000"",""21288152300"",""20824442900"",""20068557079.1443"",""19693572035.1496"","""","
"Senegal,""SEN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""2249376716600"",""2316710644700"",""2313554465600"",""2356690192800"",""2448222321900"",""2480837282400"",""2552205041200"",""2521073426200"",""2679668446000"",""2504039146200"",""2718436117600"",""2714618089300"",""2887897833200"",""2726659563100"",""2841200410700"",""3055303687400"",""3327852166000"",""3238569043700"",""3110518249900"",""3328306958700"",""3461031917900"",""3640321320200"",""3931925050300"",""3709871144800"",""3855885827900"",""3989418411000"",""4114166948200"",""4371543612800"",""4335846659200"",""4508143810300"",""4474500334400"",""4593520372400"",""4654165545900"",""4717472111000"",""4715230323500"",""4973086695000"",""5073541912800"",""5228061757800"",""5536437899300"",""5884309358600"",""6113044876800"",""6376569161500"",""6380949646100"",""6737896839100"",""7050757194500"",""7354661647500"",""7526081967100"",""7738853275500"",""8025436095900"",""8246304482600"",""8525927535100"",""8639671173800"",""8985516826500"",""9202282111400"",""9775039000000"",""10397420000000"",""11059702841500"",""11877428237600"",""12614926385500"",""13196932173700"",""13371858188100"",""14182793988700"","""","
"Singapur,""SGP"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""8175700000"",""8841000000"",""9508800000"",""10463500000"",""10138800000"",""10933100000"",""12046100000"",""13552900000"",""15386200000"",""17514700000"",""19956600000"",""22433900000"",""25421100000"",""28116500000"",""29836500000"",""31026600000"",""33334100000"",""35618300000"",""38388400000"",""42056200000"",""46309500000"",""51318300000"",""54963000000"",""59664800000"",""64910700000"",""64506500000"",""65372700000"",""72431600000"",""80590000000"",""88777000000"",""97495700000"",""104016600000"",""110923100000"",""123634500000"",""137352600000"",""147208200000"",""158206700000"",""171363500000"",""167608900000"",""177193400000"",""193208700000"",""191139700000"",""198638800000"",""207673400000"",""228316100000"",""245134600000"",""267213300000"",""291320000000"",""296748700000"",""297128400000"",""340270700000"",""361418300000"",""377449000000"",""395633100000"",""411203400000"",""423444100000"",""438525900000"",""458967500000"",""475771700000"",""480984600000"",""461056900000"",""496161600000"","""","
"Islas Salomón,""SLB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3800724709.64573"",""3732424950.46328"",""3670109668.90822"",""3812898648.58055"",""3819388213.63771"",""3699752641.87113"",""3692300224.16002"",""4003240278.85574"",""4053288641.63428"",""4226131275.06457"",""4319106163.12215"",""4578252600"",""5159690600"",""5366078200"",""5800730600"",""6385944000"",""6488751800"",""6429439600"",""6512476600"",""6480843500"",""5555573500"",""5113538400"",""4970360200"",""5294600000"",""5701400000"",""6120900000"",""6374200000"",""6606200000"",""7017500000"",""7218500000"",""7919300000"",""8507700000"",""8717500000"",""9174100000"",""9283200000"",""9438800000"",""9963100000"",""10269500000"",""10551500000"",""10736100000"",""10373000000"",""10352000000"","""","
"Sierra Leona,""SLE"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""2316241574100"",""2358143392900"",""2465225907700"",""2507127726500"",""2674735201800"",""2866785356300"",""2915520707300"",""2916578503500"",""2975491167800"",""3229165084400"",""3507535042200"",""3629103277700"",""3661773722900"",""3744405977000"",""3875453757800"",""3940143472300"",""3922445280000"",""3924276113100"",""4018707231500"",""4200001788700"",""4403429033100"",""4530310695100"",""4746939077500"",""4647120365800"",""4837328594800"",""4580401602100"",""4637017514600"",""4972332712200"",""4620291556200"",""4654019684500"",""4809929250100"",""4923056893100"",""3987040534800"",""4041844375700"",""3963134131500"",""3646093178600"",""3710039141000"",""3491997097900"",""3554329744800"",""3483979408400"",""3715759078000"",""3479977252100"",""4399293860400"",""4809005419400"",""5126300945300"",""5357245707300"",""5583531173700"",""6033460220300"",""6359163611000"",""6561897003800"",""6912726599500"",""7349268397500"",""8465017354900"",""10218610735500"",""10684249565700"",""8483425495000"",""8997137122600"",""9374352000000"",""9699136000000"",""10208752000000"",""10007747000000"",""10418535000000"","""","
"El Salvador,""SLV"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""",""8328081549"",""8924466939.8"",""9409676718.1"",""9714239007.8"",""10052820922"",""10352123066"",""10751534632"",""11409263385"",""11963944520"",""12602340732"",""12970774182"",""13625702317"",""14549533345"",""15323970935"",""14683388275"",""12358000000"",""11651000000"",""10916000000"",""11084000000"",""11232000000"",""11301000000"",""11323000000"",""11607000000"",""11825000000"",""11939000000"",""12516000000"",""12703000000"",""13595000000"",""14386000000"",""15061000000"",""15774000000"",""15902000000"",""16401000000"",""16836000000"",""17200000000"",""17394000000"",""17547000000"",""17823000000"",""18102000000"",""18263000000"",""18757098794"",""19572723061"",""19936477928"",""20361235164"",""19936477928"",""20356716470"",""21131672491"",""21728140099"",""22213899704"",""22593470000"",""23135713280"",""23723143500"",""24256349392"",""24841520265"",""25447025261"",""23366166674"",""25767852535"","""","
"San Marino,""SMR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1018000000"",""1094000000"",""1193000000"",""1219000000"",""1287000000"",""1291000000"",""1341000000"",""1402000000"",""1436000000"",""1491000000"",""1597000000"",""1589000000"",""1425000000"",""1347000000"",""1235000000"",""1148000000"",""1139000000"",""1131000000"",""1156916927.89822"",""1184039756.15761"",""1187097721.95536"",""1204831837.95557"",""1229719870.28249"",""1147969189.99727"","""","""","
"Somalia,""SOM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""48905793536"",""47310495744"",""50658496512"",""52081393664"",""48898895872"",""45992501248"",""50177200128"",""53158199296"",""54237298688"",""53315497984"",""55758098432"",""57223991296"",""63004098560"",""61774700544"",""50490699776"",""65675120640"",""65007390720"",""80158982144"",""83146899456"",""80894894080"",""77738868736"",""82140987392"",""85486010368"",""78002847744"",""80775806976"",""87361003520"",""90290003968"",""94891999232"",""94366990336"",""94200987648"",""92802973696"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""94047092600000"",""101377311329167"",""116634537352500"",""126586137865000"",""129560383940000"",""139317536618424"",""149705778750000"",""153432516000000"",""159645168097483"","""","
"Serbia,""SRB"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2307672300000"",""2452226800000"",""2628968100000"",""2716798700000"",""2460763200000"",""2611652600000"",""2791302300000"",""2969398700000"",""3099688700000"",""3379534700000"",""3566434700000"",""3748600700000"",""3989992800000"",""4215649900000"",""4100488800000"",""4130465200000"",""4214572900000"",""4185848800000"",""4306930200000"",""4238471100000"",""4315020400000"",""4459081100000"",""4552773700000"",""4757426400000"",""4963505500000"",""4918674200000"",""5290029800000"","""","
"África al sur del Sahara (excluido altos ingresos),""SSA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Sudán del Sur,""SSD"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""26896000000"",""28252000000"",""29804000000"",""28421000000"",""15324000000"",""17336000000"",""17920855700"",""15986592400"","""","""","""","""","""","""","""","
"África al sur del Sahara,""SSF"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Pequeños Estados,""SST"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Santo Tomé y Príncipe,""STP"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1865734778.20349"",""1928427023.56749"",""2088322853.87902"",""2162205787.33076"",""2305227609.74334"",""2509611586.7228"",""2600998434.27306"",""2763009000"",""2830047400"",""3018867700"",""3151643600"",""3250667500"",""3407180400"",""3630348500"",""3772343700"",""3929453100"",""4080697000"",""4200884500"",""4293760000"",""4423627676.74566"",""4506700000"","""","
"Suriname,""SUR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""3552849842.8"",""3723386635.2"",""3868598714"",""4085240242"",""4350780857.7"",""4872874560.6"",""5808466476.3"",""6511290919.9"",""7006149029.8"",""7321425736.1"",""7519104231"",""7812349296"",""7765475200.2"",""7625696646.6"",""7656199433.2"",""7870573017.4"",""8563183442.9"",""9436628154.1"",""10059445612"",""9999088938.6"",""9119169112"",""9766630118.9"",""9356431653.9"",""8991530819.4"",""8820691733.8"",""8997105568.5"",""9069082413.1"",""8506799303.5"",""9170329649.1"",""9555483494.4"",""9125486737.1"",""9371874800"",""9409362300"",""8778935200"",""9077418900"",""9077418900"",""9168193200"",""9690780000"",""9913668100"",""9774876700"",""9980149000"",""10399315300"",""10690496200"",""11363997400"",""12329937200"",""12884784400"",""13631270000"",""14328030700"",""14921699300"",""15371394400"",""16165914900"",""17111518700"",""17571878400"",""18087339200"",""18133552900"",""17515000000"",""16654000000"",""16915000000"",""17752000000"",""17959485000"",""15090422000"",""14678511000"","""","
"República Eslovaca,""SVK"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31819705000"",""32424702000"",""34436827000"",""36449141000"",""38862037000"",""41164938000"",""42842861000"",""42797484000"",""43296728000"",""44705510000"",""46721480000"",""49290733000"",""51892732000"",""55329827000"",""60029087000"",""66531455000"",""70240508000"",""66408514000"",""70868930000"",""72762160000"",""73721749000"",""74188216000"",""76189213000"",""80126048000"",""81683659000"",""84083581000"",""87472477000"",""89676515000"",""86650218000"",""89262118000"","""","
"Eslovenia,""SVN"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""23810166000"",""24572807000"",""25813683000"",""26660208000"",""28081908000"",""29113180000"",""30049623000"",""31103042000"",""32023773000"",""33419751000"",""34689024000"",""36682393000"",""39242883000"",""40620246000"",""37554052000"",""38058684000"",""38386494000"",""37373306000"",""36988629000"",""38012533000"",""38852641000"",""40092760000"",""42023379000"",""43895254000"",""45410114000"",""43447775000"",""47015299000"","""","
"Suecia,""SWE"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""1043277144600"",""1102548774000"",""1149506847000"",""1210751810700"",""1293339183400"",""1342764238400"",""1370839347800"",""1416973418700"",""1468530076800"",""1542089852900"",""1654495963000"",""1670125097000"",""1708349898000"",""1776136900000"",""1832941233000"",""1879733705000"",""1899623259000"",""1869300360000"",""1902042054000"",""1975080535000"",""2008656340000"",""2017792320000"",""2042987780000"",""2081817597000"",""2169868806000"",""2216746082000"",""2276405883000"",""2352752962000"",""2412960820000"",""2477020271000"",""2495713718000"",""2467113466000"",""2438529668000"",""2388159000000"",""2482013000000"",""2579685000000"",""2620430000000"",""2700891000000"",""2817349000000"",""2937007000000"",""3076995000000"",""3121596000000"",""3190175000000"",""3263862000000"",""3405411000000"",""3502765000000"",""3666091000000"",""3792176000000"",""3775090000000"",""3611259000000"",""3826205000000"",""3948465000000"",""3925236000000"",""3971859000000"",""4077423000000"",""4260470000000"",""4348687000000"",""4460358000000"",""4547336000000"",""4637655000000"",""4537008000000"",""4767265000000"","""","
"Eswatini,""SWZ"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""",""4076956000"",""4637277900"",""4888817500"",""5329724000"",""5635836000"",""6419693100"",""6283631700"",""6347070800"",""6431304600"",""6631121700"",""7456633500"",""8548392100"",""8648627800"",""8752615000"",""9291929700"",""9644318300"",""10827143600"",""12408620100"",""13223844300"",""14931188600"",""18069425900"",""18387515800"",""18980735100"",""19570298400"",""20040120800"",""21007187200"",""21814294600"",""22491149700"",""23076828100"",""23757796500"",""24175975000"",""24430974700"",""25501075600"",""26490571800"",""27450567400"",""29097265600"",""30840822300"",""32208728600"",""32473376100"",""32981600300"",""34232841400"",""35002132000"",""36891067800"",""38315510800"",""38669251300"",""39530601400"",""39950657600"",""40760288900"",""41725795000"",""42853875900"",""42185508600"",""45511121500"","""","
"Sint Maarten (Dutch part),""SXM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1552240400"",""1601912000"",""1675600000"",""1698900000"",""1721100000"",""1748300000"",""1755293200"",""1764069700"",""1661753600"",""1552077900"","""","""","""","""","
"Seychelles,""SYC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""1777717148.88794"",""1690924084.75663"",""1833106810.66646"",""2018903238.79558"",""2138407097.21089"",""2115727769.61011"",""2409740039.28156"",""2421902948.20352"",""2604834984.8254"",""2604834984.8254"",""2835932554.87387"",""3285478223.68133"",""3492736308.20026"",""3808975160.91493"",""3858600381.44402"",""3981203745.66424"",""4629250066.53494"",""4342688987.6536"",""5261241209.59679"",""6092219567.08937"",""5833390242.62447"",""5354166799.98368"",""5294324689.94952"",""5203831681.34702"",""5438583415.29403"",""6043665934.03443"",""6032980656.35904"",""6298679597.30434"",""6638603339.84597"",""7382048782.34489"",""7898463303.95391"",""8116494500"",""8697754600"",""9236724000"",""9162950600"",""9087297400"",""9534167500"",""10674602300"",""11571631700"",""11788253400"",""11966767500"",""11694982700"",""11836823100"",""11139974200"",""10822434400"",""11797077100"",""12906725200"",""14251791300"",""13945820700"",""13791685100"",""14612974700"",""15765540900"",""15964317400"",""16925062300"",""17687500000"",""18684600000"",""19684800000"",""20572800000"",""21230900000"",""21889030200"",""20205178800"",""21793686200"","""","
"República Árabe Siria,""SYR"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""105260113900"",""116663009300"",""145270292500"",""132700422100"",""145003561000"",""148337735000"",""136976450700"",""148287531300"",""153817292300"",""182685591300"",""179403000000"",""195470000000"",""245629000000"",""219912000000"",""276640000000"",""321875000000"",""361319000000"",""354817000000"",""390095000000"",""393559000000"",""450657000000"",""485607000000"",""499151000000"",""510733000000"",""471863000000"",""515986000000"",""474950000000"",""482940000000"",""569923000000"",""492144000000"",""510548000000"",""549689000000"",""620999000000"",""659196000000"",""706744000000"",""756404000000"",""830725000000"",""872459000000"",""931658000000"",""898552000000"",""904623000000"",""914097000000"",""950248000000"",""1018708000000"",""1089029000000"",""1156713000000"",""1215083000000"",""1284034000000"",""1341516000000"",""1420827000000"",""1494595000000"",""1537191000000"",""1132310000000"",""834511477400"",""748470507500"",""717186000000"",""671246000000"",""666391000000"",""675675000000"",""683923000000"",""657430000000"","""","""","
"Islas Turcas y Caicos,""TCA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""734300600"",""727161000"",""734948000"",""798971500"",""889373800"",""953863900"",""930110600"",""982298700"",""1034601700"",""757505600"",""773413200"","""","
"Chad,""TCD"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""871455228500"",""883635938800"",""930999851100"",""916108936600"",""893105994500"",""898520251200"",""882283160100"",""889052048700"",""884987135000"",""945885845200"",""963476072600"",""941820730300"",""952648053000"",""872807734200"",""916115167300"",""998659592700"",""1028427291000"",""1051408782800"",""1046471007700"",""822096241300"",""772378567400"",""780433843300"",""822160589400"",""951064827900"",""970551184800"",""1182061206500"",""1133813398200"",""1106728767400"",""1278076489100"",""1340507140000"",""1284494419500"",""1394127780100"",""1505678124600"",""1269138544800"",""1397789693000"",""1415074051900"",""1446410485200"",""1528181744600"",""1634414519800"",""1623253916700"",""1608974460000"",""1796550869100"",""1949099772900"",""2236039751200"",""2988005873900"",""3505903000000"",""3528630437400"",""3644069567300"",""3755311770400"",""3913699387900"",""4444009602300"",""4447692344100"",""4842762000000"",""5118799500000"",""5471995900000"",""5623443000000"",""5271667000000"",""5114112900000"",""5235523873400"",""5405530857900"",""5319042000000"",""5255214000000"","""","
"Asia oriental y el Pacífico (BIRF y la AIF),""TEA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Europa y Asia central (BIRF y la AIF),""TEC"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Togo,""TGO"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""433949851230"",""486758585860"",""505127165020"",""530381978950"",""606152408200"",""699861829070"",""765709862660"",""807826750160"",""848409476790"",""940299590240"",""964035597670"",""964035597670"",""1037544830800"",""1077360447700"",""1129427652600"",""1156991799600"",""1133255851500"",""1212120093700"",""1346004024800"",""1276446000800"",""1462512974100"",""1414027947600"",""1363371774400"",""1289558720400"",""1361200864900"",""1436823089000"",""1459618349300"",""1467064770100"",""1564512636900"",""1628032189200"",""1624065388900"",""1612697459100"",""1548501024000"",""1314741980800"",""1511722072000"",""1630329250900"",""1774388593800"",""2029499141500"",""1982823166300"",""2032031908700"",""2016111353100"",""2032712795200"",""2110497042000"",""2252326061100"",""2230283326700"",""2126211629600"",""2182559046500"",""2156911350100"",""2244530542400"",""2368830645600"",""2513311765800"",""2674118455400"",""2849099584500"",""3023246325700"",""3202240302200"",""3386140750300"",""3574379000000"",""3729784000000"",""3915386000000"",""4129163000000"",""4201540000000"",""4422566000000"","""","
"Tailandia,""THA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"",""377461463400"",""397701499300"",""427744882500"",""461963749300"",""493520475200"",""533898650100"",""593281626200"",""644398666300"",""696738467500"",""742379434800"",""827069702600"",""867557855800"",""904676388400"",""997282980900"",""1041824165800"",""1093607048600"",""1195605712000"",""1313294720700"",""1448508216400"",""1526318695700"",""1605283419300"",""1700105388100"",""1791100957600"",""1891119661500"",""1999905001000"",""2092845393300"",""2208659852800"",""2418900992000"",""2740327315100"",""3074387080500"",""3417708910700"",""3710205336300"",""4010115630100"",""4341027000000"",""4688180000000"",""5068875000000"",""5355365000000"",""5207901000000"",""4810328000000"",""5030271000000"",""5254382000000"",""5435356000000"",""5769578000000"",""6184367000000"",""6573323000000"",""6848590000000"",""7188815000000"",""7579538000000"",""7710338000000"",""7657089000000"",""8232396000000"",""8301559000000"",""8902824000000"",""9142087000000"",""9232088000000"",""9521426000000"",""9848502000000"",""10259941000000"",""10693205000000"",""10923286000000"",""10246535000000"",""10403700000000"","""","
"Tayikistán,""TJK"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4333977300"",""4485666500"",""4431838500"",""5047864100"",""4719752900"",""4691434400"",""4358342600"",""3094423200"",""2586937800"",""2035920100"",""1783133700"",""1485350400"",""1510314300"",""1590555300"",""1649398700"",""1786700000"",""1957880800"",""2169332000"",""2407958500"",""2655978200"",""2833928700"",""3032303800"",""3268823500"",""3527060500"",""3664615900"",""3902815900"",""4191624300"",""4505996100"",""4839439800"",""5163682300"",""5474500000"",""5852200000"",""6267700000"",""6744000000"",""7243100000"",""7561800000"",""8257500000"","""","
"Turkmenistán,""TKM"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""12313430000"",""13670816000"",""13089079100"",""17720591900"",""16904512000"",""14374585000"",""14590203800"",""12066118900"",""11197353400"",""11947575200"",""10585551600"",""11337125800"",""13207751500"",""13930091900"",""14535193600"",""14572575200"",""15048927700"",""15801435400"",""17861000000"",""19820942600"",""22013000000"",""25248911000"",""26789094600"",""29253691300"",""33553983900"",""37278476100"",""41080880700"",""45312211400"",""48257505100"",""51249470400"",""54580686000"",""57964688500"",""61616463875.5"","""","""","""","
"América Latina y el Caribe (BIRF y la AIF),""TLA"",""PIB (UMN a precios constantes)"",""NY.GDP.MKTP.KN"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
